Title,Column 1,Column 2,Column 3,Column 4,Column 5
,索引名,哪些字段需要搜索（哪些字段仅存储不搜索）,每个字段搜索方式: 全文检索/短语匹配/布尔过滤/范围筛选,全文搜索的分词器:中文分词/拼音分词/英文分词,有哪些排序方式？（字段排序、相关性排序、自定义排序）
